대피소명,위치,현재인원,수용가능인원,수용가능인원범위,경도,위도,시,구,읍면동,담당자 연락처,비율
청소년문화의 집 지하1층,부산광역시 중구 보수대로124번길 24-2 (보수동2가),43,75,0이상 100이하,129.0226301,35.1057536,부산광역시,중구,보수동2가,010-3381-4734,0.5733333333333334
노블레스힐 오피스텔 지하주차장 지하1층,부산광역시 중구 대청로 37 (보수동2가),48,340,100이상 1000이하,129.0240624,35.1033665,부산광역시,중구,보수동2가,010-8564-6007,0.1411764705882353
롯데하이마트 부산충무점 지하주차장 지하1층,부산광역시 중구 흑교로 4 (부평동2가),186,387,100이상 1000이하,129.0252522,35.0997464,부산광역시,중구,부평동2가,010-6666-7479,0.4806201550387597
신동아시장 지하1층,부산광역시 중구 자갈치로 42 (남포동5가),404,1140,1000이상 5000이하,129.0290541,35.0968404,부산광역시,중구,남포동5가,010-4318-4790,0.3543859649122807
조흥빌딩 지하주차장 지하1층,부산광역시 중구 광복로97번길 25-1 (동광동2가),62,235,100이상 1000이하,129.0345501,35.1009098,부산광역시,중구,동광동2가,010-1871-8535,0.26382978723404255
달맞이우성빌라트 지하주차장 지하1층,"부산광역시 해운대구 달맞이길 239-11 (중동, 달맞이우성빌라트)",346,2040,1000이상 5000이하,129.1845825,35.162396,부산광역시,해운대구,중동,010-7405-9860,0.1696078431372549
협성그린아파트 지하주차장,"부산광역시 해운대구 우동1로 111 (우동, 협성그린파크)",837,1446,1000이상 5000이하,129.1540096,35.1708401,부산광역시,해운대구,우동,010-7411-7370,0.578838174273859
센텀삼환아파트,"부산광역시 해운대구 해운대로 361 (우동, 센텀삼환아파트)",3165,4000,1000이상 5000이하,129.1384681,35.1716002,부산광역시,해운대구,우동,010-1716-3062,0.79125
삼진그린아파트,"부산광역시 해운대구 해운대로383번가길 19 (우동, 삼진그린아파트)",272,2000,1000이상 5000이하,129.1404562,35.171831,부산광역시,해운대구,우동,010-3038-6697,0.136
동양한신아파트 지하주차장 1층,"부산광역시 사상구 운산로 25, 지하1층 (삼락동, 동양한신아파트)",68,3095,1000이상 5000이하,128.9795215,35.1696675,부산광역시,사상구,삼락동,010-3600-7370,0.02197092084006462
진로202동 지하1층,"부산광역시 수영구 광안해변로312번길 11 (민락동, 진로비치아파트)",87,723,100이상 1000이하,129.1281589,35.1566547,부산광역시,수영구,민락동,010-5274-1805,0.12033195020746888
학장극동아파트 101동~104동 지하 1층,"부산광역시 사상구 학감대로 109-43(학장동, 학장극동아파트)",153,320,100이상 1000이하,128.9871928,35.1391367,부산광역시,사상구,학장동,010-4824-2789,0.478125
삼익비치타운아파트 302동 지하1층,"부산광역시 수영구 광안해변로 100, 302동 (남천동, 비치아파트)",524,560,100이상 1000이하,129.1164134,35.1430393,부산광역시,수영구,남천동,010-3356-3911,0.9357142857142857
양지탕 지하1층,부산광역시 수영구 과정로67번길 22 (망미동),39,160,100이상 1000이하,129.1060139,35.1775244,부산광역시,수영구,망미동,010-5396-6306,0.24375
부산은행 사직행복지점 지하주차장 1층,부산광역시 동래구 미남로 75 (사직동),124,391,100이상 1000이하,129.0696633,35.2005733,부산광역시,동래구,사직동,010-6000-9316,0.3171355498721228
신동비치아파트 지하주차장,"부산광역시 해운대구 우동2로 88(우동, 신동비치아파트)",689,2002,1000이상 5000이하,129.1565434,35.1708624,부산광역시,해운대구,우동,010-3998-7511,0.34415584415584416
신세계프라자,"부산광역시 해운대구 해운대로 407 (우동, 신세계프라자)",635,800,100이상 1000이하,129.1406828,35.1678259,부산광역시,해운대구,우동,010-1008-6506,0.79375
삼호가든아파트,"부산광역시 해운대구 해운대로349번길 24 (우동, 삼호가든아파트)",3936,9521,5000이상,129.1378948,35.1735105,부산광역시,해운대구,우동,010-7539-5588,0.413401953576305
삼안리젠시2차 지하주차장 지하1층,"부산광역시 해운대구 달맞이길117번다길 36 (중동, 삼안리젠시2차)",330,882,100이상 1000이하,129.1770362,35.159621,부산광역시,해운대구,중동,010-7036-5298,0.3741496598639456
반석빌라2차 지하주차장 지하1층,"부산광역시 해운대구 달맞이길117번나길 23 (중동, 반석비치빌라2차)",768,1059,1000이상 5000이하,129.1805584,35.1584,부산광역시,해운대구,중동,010-9809-8182,0.7252124645892352
비치그린아파트 106동 지하1층,부산광역시 수영구 광일로 49 (광안동),446,460,100이상 1000이하,129.1084625,35.1622314,부산광역시,수영구,광안동,010-4736-3943,0.9695652173913043
롯데3차아파트 지하주차장 1층,"부산광역시 해운대구 세실로 138 (좌동, 롯데3차아파트)",5529,8064,5000이상,129.1777108,35.1765469,부산광역시,해운대구,좌동,010-1800-6813,0.6856398809523809
에덴동산타운아파트,부산광역시 해운대구 재반로212번길 45 (에덴동산타운),1195,2296,1000이상 5000이하,129.1335168,35.1959105,부산광역시,해운대구,반여동,010-4111-8811,0.5204703832752613
반여현대3차아파트,"부산광역시 해운대구 재반로212번길 67 (반여동, 반여3차현대아파트)",352,3000,1000이상 5000이하,129.133972,35.1948366,부산광역시,해운대구,반여동,010-9387-3667,0.11733333333333333
코오롱아파트 지하주차장 지하1층,"부산광역시 해운대구 대천로 35 (좌동, 코오롱아파트)",2166,10909,5000이상,129.168935,35.1709506,부산광역시,해운대구,좌동,010-8858-5286,0.19855165459712165
"삼한그린타운아파트 102동, 106동 앞 지하주차장","부산광역시 해운대구 신반송로 171 (반송동, 삼한그린타운)",2439,3144,1000이상 5000이하,129.1607171,35.2276246,부산광역시,해운대구,반송동,010-1595-3853,0.7757633587786259
주공아파트 101~106동 지하1층 기계실,"부산광역시 해운대구 신반송로 200 (반송동, 주공아파트)",4355,5744,5000이상,129.1585727,35.2323125,부산광역시,해운대구,반송동,010-1506-9579,0.7581824512534819
삼정그린코아아파트 13-17라인 앞 지하주차장,"부산광역시 해운대구 신반송로 196 (반송동, 삼정그린코아)",358,1000,100이상 1000이하,129.16001,35.2309771,부산광역시,해운대구,반송동,010-4745-5034,0.358
우성아파트 지하실 1층,"부산광역시 사상구 백양대로 906 (모라동, 우성아파트)",6175,6214,5000이상,128.9918931,35.1880974,부산광역시,사상구,모라동,010-8412-4256,0.9937238493723849
우신아파트 기계실 지하 1층,"부산광역시 사상구 백양대로 880 (모라동, 우신모라아파트)",2396,6218,5000이상,128.9915987,35.1843799,부산광역시,사상구,모라동,010-6940-5506,0.38533290447089097
남부산교회 지하1층,부산광역시 수영구 광남로48번길 41 (남천동),402,507,100이상 1000이하,129.1140126,35.1462923,부산광역시,수영구,남천동,010-9907-1599,0.7928994082840237
남성빌딩 (구)하나대투증권 지하1층,부산광역시 수영구 광남로 44 (남천동),470,560,100이상 1000이하,129.1119068,35.146452,부산광역시,수영구,남천동,010-2733-8993,0.8392857142857143
평화교회 지하1층,부산광역시 수영구 연수로310번길 17 (망미동),1,320,100이상 1000이하,129.1040442,35.171753,부산광역시,수영구,망미동,010-9655-8465,0.003125
안락석천아파트 지하주차장 1층,"부산광역시 동래구 안연로 84 (안락동, 안락석천아파트)",171,591,100이상 1000이하,129.0986196,35.1951901,부산광역시,동래구,안락동,010-1992-4270,0.2893401015228426
삼정그린코아아파트 지하주차장 1층,"부산광역시 사상구 백양대로934번길 20 (모라동, 삼정그린코아아파트)",175,2779,1000이상 5000이하,128.9931559,35.1888403,부산광역시,사상구,모라동,010-3156-3113,0.06297229219143577
비치그린아파트 107동 지하1층,부산광역시 수영구 광일로 49 (광안동),627,855,100이상 1000이하,129.1084625,35.1622314,부산광역시,수영구,광안동,010-9986-9193,0.7333333333333333
학산그린타운 지하주차장 1층,"부산광역시 사상구 모라로 136-20 (모라동, 학산그린타운)",198,1083,1000이상 5000이하,128.9934013,35.1855048,부산광역시,사상구,모라동,010-5569-2925,0.18282548476454294
한울베스트빌 지하1층,부산광역시 수영구 광일로56번길 5 (광안동),63,1191,1000이상 5000이하,129.1077145,35.1630218,부산광역시,수영구,광안동,010-4824-7214,0.05289672544080604
무학아파트 지하주차장 1층,"부산광역시 사상구 백양대로 846 (모라동, 무학아파트)",356,958,100이상 1000이하,128.9890975,35.1821489,부산광역시,사상구,모라동,010-8986-1325,0.37160751565762007
새광안교회 지하1층,부산광역시 수영구 광일로20번가길 70 (광안동),1,467,100이상 1000이하,129.1081368,35.1633954,부산광역시,수영구,광안동,010-1474-5356,0.0021413276231263384
모라벽산아파트 지하주차장 1층,"부산광역시 사상구 백양대로934번길 84 (모라동, 모라벽산아파트)",3530,13037,5000이상,128.9947039,35.1913959,부산광역시,사상구,모라동,010-7220-2811,0.2707678146812917
모라주공3단지아파트 301동~314동 지하1층,"부산광역시 사상구 모라로192번길 20-21 (모라동, 주공아파트3단지)",4262,7546,5000이상,128.9990679,35.182932,부산광역시,사상구,모라동,010-7101-6125,0.5648025443943812
"수영협성르네상스 타운 202, 204동 지하1층",부산광역시 수영구 수영로741번길 46,2950,10000,5000이상,129.121529,35.1703359,부산광역시,수영구,수영동,010-8617-7000,0.295
남흥아파트 지하창고 1층,"부산광역시 동래구 충렬대로428번가길 19 (안락동, 안락남흥아파트)",121,600,100이상 1000이하,129.1057084,35.1949984,부산광역시,동래구,안락동,010-6834-3652,0.20166666666666666
반여3동 행정복지센터 지하주차장 1층,"부산광역시 해운대구 재반로256번길 29-70 (반여동, 반여3동주민센터)",289,530,100이상 1000이하,129.1335064,35.2010177,부산광역시,해운대구,반여동,010-4283-7826,0.5452830188679245
우성보라101동 지하주차장 지하1층,"부산광역시 수영구 수영로408번길 54 (남천동, 우성보라)",1500,2831,1000이상 5000이하,129.1112302,35.1408536,부산광역시,수영구,남천동,010-5369-2607,0.5298481102084069
벽산삼협한솔아파트 102~105동 앞 주차장,"부산광역시 해운대구 신반송로 29 (반송동, 벽산삼협한솔아파트)",1990,3400,1000이상 5000이하,129.1594344,35.2270691,부산광역시,해운대구,반송동,010-2938-5299,0.5852941176470589
LIG건영아파트(반송2동) 101~102 앞 지하주차장,"부산광역시 해운대구 신반송로 80 (반송동, 엘아이지건영아파트)",849,1040,1000이상 5000이하,129.164507,35.2270987,부산광역시,해운대구,반송동,010-1887-8938,0.8163461538461538
"센텀SK뷰아파트 P1~P5 주차장 지하 1,2층",부산광역시 해운대구 삼어로 55 (센텀에스케이뷰아파트),1716,6518,5000이상,129.1147364,35.2027336,부산광역시,해운대구,반여동,010-5288-5753,0.26327094200675055
해운대제일교회 지하 1층,부산광역시 해운대구 중동1로17번길 10-9,3738,3744,1000이상 5000이하,129.1623753,35.1641814,부산광역시,해운대구,중동,010-2604-8501,0.9983974358974359
해운대비치 로데오 아울렛2 지하1층,"부산광역시 해운대구 좌동순환로 473 (중동, 해운대로데오아울렛)",731,2496,1000이상 5000이하,129.1696297,35.1634756,부산광역시,해운대구,중동,010-9371-6987,0.29286858974358976
BMC반송지구아파트 101~107동 지하1층 기계실,부산광역시 해운대구 신반송로 159 (도개공아파트),1011,2800,1000이상 5000이하,129.1629133,35.2291606,부산광역시,해운대구,반송동,010-6135-8215,0.3610714285714286
해운대하이츠 지하주차장 지하1층,"부산광역시 해운대구 달맞이길117번나길 81 (중동, 해운대하이츠빌라)",1114,1739,1000이상 5000이하,129.1822275,35.1607214,부산광역시,해운대구,중동,010-6065-2289,0.640598044853364
상록아파트,"부산광역시 해운대구 세실로 7, 101동 (좌동, 상록아파트)",646,9600,5000이상,129.1808036,35.1666724,부산광역시,해운대구,좌동,010-4289-2162,0.06729166666666667
경남아너스빌 지하주차장 지하1층,부산광역시 해운대구 좌동순환로99번길 22 (경남아너스빌아파트),3266,8484,5000이상,129.1673647,35.1776412,부산광역시,해운대구,좌동,010-7411-7884,0.38495992456388495
롯데2차아파트 지하주차장 지하1층,부산광역시 해운대구 좌동순환로 117 (롯데2차아파트),1570,2909,1000이상 5000이하,129.1699707,35.1769668,부산광역시,해운대구,좌동,010-4450-8485,0.53970436576143
센트럴파크아파트 지하주차장 지하1층,"부산광역시 해운대구 좌동순환로 118 (좌동, 주공2단지아파트)",5588,6545,5000이상,129.1709215,35.1751127,부산광역시,해운대구,좌동,010-1538-5951,0.853781512605042
대창아파트 지하주차장 지하1층,"부산광역시 해운대구 대천로67번길 7 (좌동, 대창아파트)",2674,3636,1000이상 5000이하,129.1695501,35.1728919,부산광역시,해운대구,좌동,010-1159-5689,0.7354235423542355
센텀e편한세상아파트 지하주차장 1층,"부산광역시 해운대구 해운대로76번길 55 (재송동, 센텀이편한세상아파트)",2252,5615,5000이상,129.1174752,35.1890183,부산광역시,해운대구,재송동,010-9374-5493,0.4010685663401603
동신아파트 지하주차장 1~2층,"부산광역시 해운대구 좌동순환로217번길 7 (좌동, 동신아파트)",7040,8096,5000이상,129.1792405,35.1773024,부산광역시,해운대구,좌동,010-2962-8613,0.8695652173913043
